Discovered 1223 test files (0 tests) under ['tests']; running with -j 64
[  0.0% |     0/0 | ✓13170 | ✗   24] ✓ tests/gateway/test_telegram_caption_merge.py (13✓, 6.7s)
[  0.0% |     0/0 | ✓13187 | ✗   24] ✓ tests/gateway/test_subagent_protection_30170.py (17✓, 6.9s)
[  0.0% |     0/0 | ✓13192 | ✗   24] ✓ tests/gateway/test_telegram_forum_commands.py (5✓, 5.2s)
[  0.0% |     0/0 | ✓13204 | ✗   24] ✓ tests/gateway/test_telegram_text_batch_perf.py (12✓, 3.7s)
[  0.0% |     0/0 | ✓13234 | ✗   24] ✓ tests/gateway/test_shutdown_forensics.py (30✓, 10.6s)
[  0.0% |     0/0 | ✓13284 | ✗   24] ✓ tests/gateway/test_platform_registry.py (50✓, 18.1s)
[  0.0% |     0/0 | ✓13361 | ✗   25] ✗ tests/gateway/test_ntfy_plugin.py (77✓ 1✗, 19.3s)

  ╔╍ Failed: tests/gateway/test_ntfy_plugin.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║     
  ║         mock_resp = MagicMock()
  ║         mock_resp.status_code = 200
  ║         mock_resp.json.return_value = {"id": "id-42"}
  ║     
  ║         mock_client = AsyncMock()
  ║         mock_client.post = AsyncMock(return_value=mock_resp)
  ║         mock_client.__aenter__ = AsyncMock(return_value=mock_client)
  ║         mock_client.__aexit__ = AsyncMock(return_value=None)
  ║     
  ║         with patch.object(_ntfy, "httpx") as mock_httpx:
  ║             mock_httpx.AsyncClient.return_value = mock_client
  ║             result = _run(_standalone_send(pconfig, "argo-in", "hello"))
  ║     
  ║         assert result.get("success") is True
  ║         assert result["platform"] == "ntfy"
  ║         assert result["message_id"] == "id-42"
  ║         posted_url = mock_client.post.call_args[0][0]
  ║ >       assert posted_url == "https://ntfy.example.com/hermes-in"
  ║ E       AssertionError: assert 'https://ntfy...e.com/argo-in' == 'https://ntfy...com/hermes-in'
  ║ E         
  ║ E         - https://ntfy.example.com/hermes-in
  ║ E         ?                          ^^ ^^^
  ║ E         + https://ntfy.example.com/argo-in
  ║ E         ?                          ^ ^^
  ║ 
  ║ tests/gateway/test_ntfy_plugin.py:744: AssertionError
  ║ =========================== short test summary info ============================
  ║ FAILED tests/gateway/test_ntfy_plugin.py::TestStandaloneSend::test_posts_to_server
  ║ ======================== 1 failed, 77 passed in 16.61s =========================
  ║
  ║  Repro: python -m pytest tests/gateway/test_ntfy_plugin.py
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[  0.0% |     0/0 | ✓13411 | ✗   25] ✓ tests/gateway/test_signal_format.py (50✓, 11.2s)
[  0.0% |     0/0 | ✓13419 | ✗   25] ✓ tests/gateway/test_gateway_inactivity_timeout.py (8✓, 23.4s)
[  0.0% |     0/0 | ✓13426 | ✗   25] ✓ tests/gateway/test_tts_media_routing.py (7✓, 4.3s)
[  0.0% |     0/0 | ✓13440 | ✗   25] ✓ tests/gateway/test_status_command.py (14✓, 9.1s)
[  0.0% |     0/0 | ✓13445 | ✗   25] ✓ tests/gateway/test_telegram_text_batching.py (5✓, 4.8s)
[  0.0% |     0/0 | ✓13464 | ✗   25] ✓ tests/gateway/test_telegram_mention_boundaries.py (19✓, 6.4s)
[  0.0% |     0/0 | ✓13469 | ✗   25] ✓ tests/gateway/test_unavailable_skill_hint.py (5✓, 4.1s)
[  0.0% |     0/0 | ✓13472 | ✗   25] ✓ tests/gateway/test_telegram_slash_confirm.py (3✓, 5.2s)
[  0.0% |     0/0 | ✓13491 | ✗   25] ✓ tests/gateway/test_session_race_guard.py (19✓, 12.9s)
[  0.0% |     0/0 | ✓13499 | ✗   25] ✓ tests/gateway/test_transcript_offset.py (8✓, 4.9s)
[  0.0% |     0/0 | ✓13502 | ✗   25] ✓ tests/gateway/test_vision_memory_leak.py (3✓, 3.4s)
[  0.0% |     0/0 | ✓13508 | ✗   25] ✓ tests/gateway/test_telegram_conflict.py (6✓, 8.2s)
[  0.0% |     0/0 | ✓13547 | ✗   25] ✓ tests/gateway/test_sms.py (39✓, 10.9s)
[  0.0% |     0/0 | ✓13550 | ✗   25] ✓ tests/gateway/test_webhook_signature_rate_limit.py (3✓, 3.0s)
[  0.0% |     0/0 | ✓13565 | ✗   25] ✓ tests/gateway/test_telegram_network_reconnect.py (15✓, 7.4s)
[  0.0% |     0/0 | ✓13715 | ✗   25] ✓ tests/argo_cli/test_web_server.py (150✓, 49.6s)
[  0.0% |     0/0 | ✓13723 | ✗   25] ✓ tests/gateway/test_verbose_command.py (8✓, 4.7s)
[  0.0% |     0/0 | ✓13737 | ✗   25] ✓ tests/gateway/test_title_command.py (14✓, 6.4s)
[  0.0% |     0/0 | ✓13743 | ✗   25] ✓ tests/gateway/test_ws_auth_retry.py (6✓, 2.6s)
[  0.0% |     0/0 | ✓13747 | ✗   25] ✓ tests/gateway/test_webhook_integration.py (4✓, 4.3s)
[  0.0% |     0/0 | ✓13769 | ✗   25] ✓ tests/gateway/test_telegram_progress_edit_transient.py (22✓, 7.8s)
[  0.0% |     0/0 | ✓13870 | ✗   25] ✓ tests/gateway/test_platform_base.py (101✓ 2s, 21.5s)
[  0.0% |     0/0 | ✓13878 | ✗   25] ✓ tests/gateway/test_usage_command.py (8✓, 5.9s)
[  0.0% |     0/0 | ✓13928 | ✗   25] ✓ tests/gateway/test_status.py (50✓, 12.3s)
[  0.0% |     0/0 | ✓13939 | ✗   25] ✓ tests/gateway/test_unknown_command.py (11✓, 6.7s)
[  0.0% |     0/0 | ✓13949 | ✗   25] ✓ tests/gateway/test_voice_mode_platform_isolation.py (10✓, 5.3s)
[  0.0% |     0/0 | ✓13952 | ✗   25] ✓ tests/gateway/test_telegram_send_path_health.py (3✓, 8.1s)
[  0.0% |     0/0 | ✓14026 | ✗   25] ✓ tests/gateway/test_session.py (74✓, 17.2s)
[  0.0% |     0/0 | ✓14047 | ✗   25] ✓ tests/gateway/test_telegram_reactions.py (21✓, 8.7s)
[  0.0% |     0/0 | ✓14056 | ✗   25] ✓ tests/openviking_plugin/test_openviking.py (9✓, 2.7s)
[  0.0% |     0/0 | ✓14086 | ✗   25] ✓ tests/gateway/test_unauthorized_dm_behavior.py (30✓, 7.6s)
[  0.0% |     0/0 | ✓14099 | ✗   25] ✓ tests/gateway/test_webhook_dynamic_routes.py (13✓, 5.6s)
[  0.0% |     0/0 | ✓14100 | ✗   25] ✓ tests/gateway/test_yolo_command.py (1✓, 3.9s)
[  0.0% |     0/0 | ✓14110 | ✗   25] ✓ tests/honcho_plugin/test_cli.py (10✓, 3.6s)
[  0.0% |     0/0 | ✓14117 | ✗   25] ✓ tests/honcho_plugin/test_empty_profile_hint.py (7✓, 3.6s)
[  0.0% |     0/0 | ✓14125 | ✗   25] ✓ tests/gateway/test_whatsapp_reply_prefix.py (8✓, 4.4s)
[  0.0% |     0/0 | ✓14171 | ✗   25] ✓ tests/gateway/test_teams.py (46✓, 12.2s)
[  0.0% |     0/0 | ✓14183 | ✗   25] ✓ tests/gateway/test_wecom_callback.py (12✓, 5.6s)
[  0.0% |     0/0 | ✓14197 | ✗   25] ✓ tests/gateway/test_webhook_deliver_only.py (14✓, 6.4s)
[  0.0% |     0/0 | ✓14252 | ✗   25] ✓ tests/gateway/test_slack_mention.py (55✓, 15.2s)
[  0.0% |     0/0 | ✓14266 | ✗   25] ✓ tests/plugins/image_gen/test_fal_provider.py (14✓, 4.4s)
[  0.0% |     0/0 | ✓14294 | ✗   25] ✓ tests/gateway/test_update_command.py (28✓, 9.2s)
[  0.0% |     0/0 | ✓14307 | ✗   25] ✓ tests/honcho_plugin/test_pin_peer_name.py (13✓, 5.3s)
[  0.0% |     0/0 | ✓14318 | ✗   25] ✓ tests/gateway/test_weak_credential_guard.py (11✓, 7.9s)
[  0.0% |     0/0 | ✓14346 | ✗   25] ✓ tests/gateway/test_run_progress_topics.py (28✓, 22.3s)
[  0.0% |     0/0 | ✓14357 | ✗   25] ✓ tests/plugins/test_google_meet_audio.py (11✓, 3.5s)
[  0.0% |     0/0 | ✓14372 | ✗   25] ✓ tests/plugins/memory/test_mem0_v2.py (15✓, 4.7s)
[  0.0% |     0/0 | ✓14381 | ✗   25] ✓ tests/plugins/test_google_meet_realtime.py (9✓, 3.6s)
[  0.0% |     0/0 | ✓14421 | ✗   25] ✓ tests/gateway/test_telegram_reply_mode.py (40✓, 12.2s)
[  0.0% |     0/0 | ✓14439 | ✗   25] ✓ tests/plugins/image_gen/test_openai_codex_provider.py (18✓, 6.0s)
[  0.0% |     0/0 | ✓14446 | ✗   25] ✓ tests/plugins/video_gen/test_xai_plugin.py (7✓, 3.2s)
[  0.0% |     0/0 | ✓14452 | ✗   25] ✓ tests/providers/test_e2e_wiring.py (6✓, 3.0s)
[  0.0% |     0/0 | ✓14473 | ✗   25] ✓ tests/plugins/memory/test_openviking_provider.py (21✓, 5.4s)
[  0.0% |     0/0 | ✓14484 | ✗   25] ✓ tests/plugins/video_gen/test_xai_plugin_integration.py (11✓, 3.6s)
[  0.0% |     0/0 | ✓14507 | ✗   25] ✓ tests/gateway/test_text_batching.py (23✓, 12.0s)
[  0.0% |     0/0 | ✓14533 | ✗   25] ✓ tests/gateway/test_whatsapp_group_gating.py (26✓, 8.3s)
[  0.0% |     0/0 | ✓14689 | ✗   25] ✓ tests/gateway/test_api_server.py (156✓, 41.2s)
[  0.0% |     0/0 | ✓14716 | ✗   25] ✓ tests/gateway/test_whatsapp_connect.py (27✓, 8.8s)
[  0.0% |     0/0 | ✓14762 | ✗   25] ✓ tests/gateway/test_telegram_network.py (46✓, 14.3s)
[  0.0% |     0/0 | ✓14803 | ✗   25] ✓ tests/gateway/test_telegram_documents.py (41✓, 15.7s)
[  0.0% |     0/0 | ✓14829 | ✗   25] ✓ tests/gateway/test_whatsapp_formatting.py (26✓, 9.6s)
[  0.0% |     0/0 | ✓14847 | ✗   25] ✓ tests/plugins/video_gen/test_fal_plugin.py (18✓, 5.1s)
[  0.0% |     0/0 | ✓14868 | ✗   25] ✓ tests/plugins/image_gen/test_xai_provider.py (21✓, 7.6s)
[  0.0% |     0/0 | ✓14996 | ✗   25] ✓ tests/cron/test_scheduler.py (128✓, 44.3s)
[  0.0% |     0/0 | ✓15039 | ✗   25] ✓ tests/gateway/test_telegram_topic_mode.py (43✓, 14.1s)
[  0.0% |     0/0 | ✓15050 | ✗   25] ✓ tests/plugins/test_teams_pipeline_plugin.py (11✓, 6.1s)
[  0.0% |     0/0 | ✓15079 | ✗   25] ✓ tests/plugins/memory/test_supermemory_provider.py (29✓, 7.8s)
[  0.0% |     0/0 | ✓15119 | ✗   25] ✓ tests/gateway/test_telegram_group_gating.py (40✓, 16.1s)
[  0.0% |     0/0 | ✓15123 | ✗   25] ✓ tests/providers/test_plugin_discovery.py (4✓, 6.1s)
[  0.0% |     0/0 | ✓15167 | ✗   25] ✓ tests/gateway/test_wecom.py (44✓, 12.1s)
[  0.0% |     0/0 | ✓15178 | ✗   25] ✓ tests/plugins/test_kanban_worker_runs.py (11✓, 7.4s)
[  0.0% |     0/0 | ✓15199 | ✗   25] ✓ tests/gateway/test_update_streaming.py (21✓, 14.6s)
[  0.0% |     0/0 | ✓15208 | ✗   25] ✓ tests/plugins/test_achievements_plugin.py (9✓, 9.0s)
[  0.0% |     0/0 | ✓15273 | ✗   25] ✓ tests/gateway/test_webhook_adapter.py (65✓, 14.0s)
[  0.0% |     0/0 | ✓15295 | ✗   25] ✓ tests/providers/test_profile_wiring.py (22✓, 6.9s)
[  0.0% |     0/0 | ✓15298 | ✗   25] ✓ tests/run_agent/test_background_review_toolset_restriction.py (3✓, 4.4s)
[  0.0% |     0/0 | ✓15338 | ✗   25] ✓ tests/honcho_plugin/test_async_memory.py (40✓, 12.6s)
[  0.0% |     0/0 | ✓15357 | ✗   25] ✓ tests/providers/test_transport_parity.py (19✓, 7.4s)
[  0.0% |     0/0 | ✓15382 | ✗   25] ✓ tests/plugins/image_gen/test_openai_provider.py (25✓, 12.1s)
[  0.0% |     0/0 | ✓15436 | ✗   25] ✓ tests/gateway/test_weixin.py (54✓, 15.0s)
[  0.0% |     0/0 | ✓15478 | ✗   25] ✓ tests/plugins/test_google_meet_node.py (42✓, 10.7s)
[  0.0% |     0/0 | ✓15505 | ✗   25] ✓ tests/plugins/test_security_guidance_plugin.py (27✓, 10.4s)
[  0.0% |     0/0 | ✓15547 | ✗   25] ✓ tests/providers/test_provider_profiles.py (42✓, 9.1s)
[  0.0% |     0/0 | ✓15550 | ✗   25] ✓ tests/run_agent/test_background_review_cache_parity.py (3✓, 7.0s)
[  0.0% |     0/0 | ✓15571 | ✗   25] ✓ tests/plugins/model_providers/test_opencode_go_profile.py (21✓, 12.2s)
[  0.0% |     0/0 | ✓15575 | ✗   25] ✓ tests/run_agent/test_background_review.py (4✓, 7.2s)
[  0.0% |     0/0 | ✓15582 | ✗   25] ✓ tests/run_agent/test_codex_multimodal_tool_result.py (7✓, 6.3s)
[  0.0% |     0/0 | ✓15613 | ✗   25] ✓ tests/plugins/browser/test_browser_provider_plugins.py (31✓, 14.1s)
[  0.0% |     0/0 | ✓15620 | ✗   25] ✓ tests/run_agent/test_anthropic_truncation_continuation.py (7✓, 7.7s)
[  0.0% |     0/0 | ✓15625 | ✗   25] ✓ tests/run_agent/test_31273_402_not_retried.py (5✓, 9.3s)
[  0.0% |     0/0 | ✓15626 | ✗   25] ✓ tests/run_agent/test_compress_focus_plugin_fallback.py (1✓, 5.9s)
[  0.0% |     0/0 | ✓15691 | ✗   25] ✓ tests/gateway/test_restart_resume_pending.py (65✓, 31.9s)
[  0.0% |     0/0 | ✓15742 | ✗   25] ✓ tests/plugins/test_google_meet_plugin.py (51✓, 12.4s)
[  0.0% |     0/0 | ✓15902 | ✗   25] ✓ tests/gateway/test_google_chat.py (160✓, 38.6s)
[  0.0% |     0/0 | ✓15902 | ✗   25] ✓ tests/run_agent/test_deepseek_v4_thinking_live.py (2s, 2.6s)
[  0.0% |     0/0 | ✓15939 | ✗   25] ✓ tests/plugins/test_langfuse_plugin.py (37✓, 12.4s)
[  0.0% |     0/0 | ✓15990 | ✗   25] ✓ tests/plugins/dashboard_auth/test_nous_provider.py (51✓, 15.3s)
[  0.0% |     0/0 | ✓15998 | ✗   25] ✓ tests/run_agent/test_background_review_summary.py (8✓, 8.4s)
[  0.0% |     0/0 | ✓16027 | ✗   25] ✓ tests/plugins/model_providers/test_deepseek_profile.py (29✓, 14.0s)
[  0.0% |     0/0 | ✓16033 | ✗   25] ✓ tests/run_agent/test_compression_boundary.py (6✓, 7.3s)
[  0.0% |     0/0 | ✓16040 | ✗   25] ✓ tests/run_agent/test_anthropic_third_party_oauth_guard.py (7✓, 10.0s)
[  0.0% |     0/0 | ✓16129 | ✗   25] ✓ tests/gateway/test_stream_consumer.py (89✓, 25.7s)
[  0.0% |     0/0 | ✓16230 | ✗   25] ✓ tests/gateway/test_telegram_format.py (101✓, 23.9s)
[  0.0% |     0/0 | ✓16268 | ✗   25] ✓ tests/plugins/test_disk_cleanup_plugin.py (38✓, 14.5s)
[  0.0% |     0/0 | ✓16377 | ✗   25] ✓ tests/gateway/test_signal.py (109✓, 29.0s)
[  0.0% |     0/0 | ✓16412 | ✗   25] ✓ tests/run_agent/test_agent_guardrails.py (35✓, 10.7s)
[  0.0% |     0/0 | ✓16494 | ✗   25] ✓ tests/honcho_plugin/test_client.py (82✓, 17.9s)
[  0.0% |     0/0 | ✓16503 | ✗   25] ✓ tests/run_agent/test_create_openai_client_proxy_env.py (9✓, 6.2s)
[  0.0% |     0/0 | ✓16512 | ✗   25] ✓ tests/run_agent/test_async_httpx_del_neuter.py (9✓, 10.9s)
[  0.0% |     0/0 | ✓16518 | ✗   25] ✓ tests/run_agent/test_commit_memory_session_context_engine.py (6✓, 9.4s)
[  0.0% |     0/0 | ✓16677 | ✗   25] ✓ tests/gateway/test_qqbot.py (159✓, 36.3s)
[  0.0% |     0/0 | ✓16693 | ✗   25] ✓ tests/run_agent/test_compression_feasibility.py (16✓, 8.9s)
[  0.0% |     0/0 | ✓16843 | ✗   25] ✓ tests/gateway/test_matrix.py (150✓, 40.1s)
[  0.0% |     0/0 | ✓16859 | ✗   25] ✓ tests/run_agent/test_1630_context_overflow_loop.py (16✓, 13.2s)
[  0.0% |     0/0 | ✓16861 | ✗   25] ✓ tests/run_agent/test_concurrent_interrupt.py (2✓, 8.5s)
[  0.0% |     0/0 | ✓16863 | ✗   25] ✓ tests/run_agent/test_compressor_fallback_update.py (2✓, 9.0s)
[  0.0% |     0/0 | ✓16906 | ✗   25] ✓ tests/gateway/test_telegram_thread_fallback.py (43✓, 24.2s)
[  0.0% |     0/0 | ✓16908 | ✗   25] ✓ tests/run_agent/test_init_fallback_on_exhausted_pool.py (2✓, 5.4s)
[  0.0% |     0/0 | ✓17064 | ✗   25] ✓ tests/gateway/test_feishu.py (156✓ 45s, 44.6s)
[  0.0% |     0/0 | ✓17088 | ✗   25] ✓ tests/run_agent/test_anthropic_prompt_cache_policy.py (24✓, 13.4s)
[  0.0% |     0/0 | ✓17092 | ✗   25] ✓ tests/run_agent/test_api_max_retries_config.py (4✓, 13.2s)
[  0.0% |     0/0 | ✓17094 | ✗   25] ✓ tests/run_agent/test_materialize_data_url_cleanup.py (2✓, 5.1s)
[  0.0% |     0/0 | ✓17094 | ✗   25] ✓ tests/run_agent/test_sequential_chats_live.py (1s, 1.7s)
[  0.0% |     0/0 | ✓17097 | ✗   25] ✓ tests/run_agent/test_empty_response_recovery_persistence.py (3✓, 7.6s)
[  0.0% |     0/0 | ✓17113 | ✗   25] ✓ tests/run_agent/test_413_compression.py (16✓, 15.5s)
[  0.0% |     0/0 | ✓17128 | ✗   25] ✓ tests/run_agent/test_codex_app_server_integration.py (15✓, 14.2s)
[  0.0% |     0/0 | ✓17133 | ✗   25] ✓ tests/run_agent/test_context_token_tracking.py (5✓, 11.3s)
[  0.0% |     0/0 | ✓17149 | ✗   25] ✓ tests/run_agent/test_callable_api_key.py (16✓, 14.4s)
[  0.0% |     0/0 | ✓17216 | ✗   25] ✓ tests/plugins/test_retaindb_plugin.py (67✓, 18.8s)
[  0.0% |     0/0 | ✓17219 | ✗   25] ✓ tests/run_agent/test_compression_boundary_hook.py (3✓, 13.0s)
[  0.0% |     0/0 | ✓17222 | ✗   25] ✓ tests/run_agent/test_credential_pool_interrupt.py (3✓, 10.6s)
[  0.0% |     0/0 | ✓17225 | ✗   25] ✓ tests/run_agent/test_compression_trigger_excludes_reasoning.py (3✓, 13.1s)
[  0.0% |     0/0 | ✓17226 | ✗   25] ✓ tests/run_agent/test_dict_tool_call_args.py (1✓, 9.6s)
[  0.0% |     0/0 | ✓17232 | ✗   25] ✓ tests/run_agent/test_last_reasoning_per_turn.py (6✓, 8.1s)
[  0.0% |     0/0 | ✓17247 | ✗   25] ✓ tests/run_agent/test_image_rejection_fallback.py (15✓, 8.9s)
[  0.0% |     0/0 | ✓17248 | ✗   25] ✓ tests/run_agent/test_create_openai_client_kwargs_isolation.py (1✓, 12.2s)
[  0.0% |     0/0 | ✓17253 | ✗   25] ✓ tests/run_agent/test_jsondecodeerror_retryable.py (5✓, 8.7s)
[  0.0% |     0/0 | ✓17264 | ✗   25] ✓ tests/run_agent/test_message_sequence_repair.py (11✓, 7.9s)
[  0.0% |     0/0 | ✓17270 | ✗   25] ✓ tests/run_agent/test_compression_persistence.py (6✓, 14.0s)
[  0.0% |     0/0 | ✓17273 | ✗   25] ✓ tests/run_agent/test_copilot_native_vision_headers.py (3✓, 13.0s)
[  0.0% |     0/0 | ✓17273 | ✗   25] ✓ tests/run_agent/test_interactive_interrupt.py (9.9s)
[  0.0% |     0/0 | ✓17281 | ✗   25] ✓ tests/run_agent/test_860_dedup.py (8✓, 19.0s)
[  0.0% |     0/0 | ✓17288 | ✗   25] ✓ tests/run_agent/test_interrupt_propagation.py (7✓, 10.7s)
[  0.0% |     0/0 | ✓17289 | ✗   25] ✓ tests/run_agent/test_redirect_stdout_issue.py (1✓, 7.3s)
[  0.0% |     0/0 | ✓17292 | ✗   25] ✓ tests/run_agent/test_create_openai_client_reuse.py (3✓, 13.4s)
[  0.0% |     0/0 | ✓17297 | ✗   25] ✓ tests/run_agent/test_iteration_budget_race.py (5✓, 11.1s)
[  0.0% |     0/0 | ✓17307 | ✗   25] ✓ tests/run_agent/test_codex_silent_hang_hint.py (10✓, 17.5s)
[  0.0% |     0/0 | ✓17323 | ✗   25] ✓ tests/run_agent/test_memory_sync_interrupted.py (16✓, 10.4s)
[  0.0% |     0/0 | ✓17325 | ✗   25] ✓ tests/run_agent/test_plugin_context_engine_init.py (2✓, 9.1s)
[  0.0% |     0/0 | ✓17340 | ✗   25] ✓ tests/run_agent/test_long_context_tier_429.py (15✓, 10.8s)
[  0.0% |     0/0 | ✓17341 | ✗   25] ✓ tests/run_agent/test_real_interrupt_subagent.py (1✓, 8.1s)
[  0.0% |     0/0 | ✓17456 | ✗   25] ✓ tests/honcho_plugin/test_session.py (115✓, 26.0s)
[  0.0% |     0/0 | ✓17459 | ✗   25] ✓ tests/scripts/test_release_acp_registry.py (3✓, 2.8s)
[  0.0% |     0/0 | ✓17492 | ✗   25] ✓ tests/run_agent/test_file_mutation_verifier.py (33✓, 12.7s)
[  0.0% |     0/0 | ✓17507 | ✗   25] ✓ tests/run_agent/test_multimodal_tool_content_recovery.py (15✓, 10.7s)
[  0.0% |     0/0 | ✓17514 | ✗   25] ✓ tests/run_agent/test_memory_nudge_counter_hydration.py (7✓, 11.3s)
[  0.0% |     0/0 | ✓17516 | ✗   25] ✓ tests/run_agent/test_exit_cleanup_interrupt.py (2✓, 13.1s)
[  0.0% |     0/0 | ✓17517 | ✗   25] ✓ tests/run_agent/test_memory_provider_init.py (1✓, 11.3s)
[  0.0% |     0/0 | ✓17530 | ✗   25] ✓ tests/run_agent/test_image_shrink_recovery.py (13✓, 12.6s)
[  0.0% |     0/0 | ✓17535 | ✗   25] ✓ tests/run_agent/test_invalid_context_length_warning.py (5✓, 12.7s)
[  0.0% |     0/0 | ✓17535 | ✗   25] ✓ tests/stress/test_benchmarks.py (1.5s)
[  0.0% |     0/0 | ✓17538 | ✗   25] ✓ tests/skills/test_google_workspace_credential_files.py (3✓, 2.5s)
[  0.0% |     0/0 | ✓17543 | ✗   25] ✓ tests/run_agent/test_openai_client_lifecycle.py (5✓, 11.6s)
[  0.0% |     0/0 | ✓17552 | ✗   25] ✓ tests/skills/test_google_workspace_api.py (9✓, 2.8s)
[  0.0% |     0/0 | ✓17552 | ✗   25] ✓ tests/stress/test_concurrency_parent_gate.py (1.6s)
[  0.0% |     0/0 | ✓17563 | ✗   25] ✓ tests/run_agent/test_percentage_clamp.py (11✓, 11.7s)
[  0.0% |     0/0 | ✓17563 | ✗   25] ✓ tests/stress/test_atypical_scenarios.py (2.5s)
[  0.0% |     0/0 | ✓17576 | ✗   25] ✓ tests/skills/test_fetch_transcript.py (13✓, 4.2s)
[  0.0% |     0/0 | ✓17576 | ✗   25] ✓ tests/stress/test_concurrency_mixed.py (2.1s)
[  0.0% |     0/0 | ✓17576 | ✗   25] ✓ tests/stress/test_property_fuzzing.py (1.9s)
[  0.0% |     0/0 | ✓17576 | ✗   25] ✓ tests/stress/test_concurrency.py (2.2s)
[  0.0% |     0/0 | ✓17576 | ✗   25] ✓ tests/stress/test_concurrency_reclaim_race.py (2.1s)
[  0.0% |     0/0 | ✓17591 | ✗   25] ✓ tests/run_agent/test_run_agent_multimodal_prologue.py (15✓, 10.0s)
[  0.0% |     0/0 | ✓17600 | ✗   25] ✓ tests/skills/test_youtube_quiz.py (9✓, 2.8s)
[  0.0% |     0/0 | ✓17614 | ✗   25] ✓ tests/skills/test_darwinian_evolver_skill.py (14✓, 4.9s)
[  0.0% |     0/0 | ✓17621 | ✗   25] ✓ tests/skills/test_telephony_skill.py (7✓, 3.1s)
[  0.0% |     0/0 | ✓17621 | ✗   25] ✓ tests/stress/test_subprocess_e2e.py (2.2s)
[  0.0% |     0/0 | ✓17639 | ✗   25] ✓ tests/run_agent/test_repair_tool_call_name.py (18✓, 11.3s)
[  0.0% |     0/0 | ✓17648 | ✗   25] ✓ tests/run_agent/test_strip_reasoning_tags_cli.py (9✓, 7.8s)
[  0.0% |     0/0 | ✓17663 | ✗   25] ✓ tests/skills/test_google_oauth_setup.py (15✓, 4.4s)
[  0.0% |     0/0 | ✓17667 | ✗   25] ✓ tests/run_agent/test_session_reset_fix.py (4✓, 9.9s)
[  0.0% |     0/0 | ✓17680 | ✗   25] ✓ tests/skills/test_hyperliquid_skill.py (13✓, 4.7s)
